generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,0.120855,-92.1087,1,0
1000,0,-0.15822,-53.9856,0.468093,0.496
2000,0,-1.89998,-54.4583,1.08152,0.463
3000,1,-0.675717,-55.0415,0.199209,0.445518
4000,0,-1.36982,-53.4429,0.297576,0.476
5000,0,0.437632,-53.2807,0.366314,0.446667
6000,0,-1.40552,-57.3245,0.643474,0.417
7000,0,-1.52071,-54.2787,2.11449,0.438
8000,0,-1.76256,-53.0277,1.12841,0.412
9000,0,-0.46052,-54.0712,0.0175457,0.4374
10000,0,-1.31379,-55.5572,0.00391692,0.449555
11000,0,-0.312448,-52.6473,0.164795,0.449868
12000,1,-3.42914,-54.9782,0.949378,0.429
13000,0,-0.0750392,-53.1849,0.22072,0.434
14000,2,-3.1336,-52.5716,1.58257,0.440667
15000,1,-0.824562,-53.9539,1.21235,0.5055
16000,0,-0.706664,-52.5272,0.312176,0.382
17000,0,0.476012,-53.7334,0.18111,0.44875
18000,1,-4.80718,-54.0117,1.98742,0.462429
19000,0,-0.598685,-56.0161,0.0697473,0.508
20000,0,0.11707,-52.9915,0.315729,0.399
21000,0,-1.96805,-54.7792,1.23565,0.4286
22000,0,-5.57621,-54.479,1.64902,0.409
23000,0,-0.0608883,-53.3346,0.633266,0.427
24000,0,-0.28752,-53.5921,0.989907,0.4468
25000,0,-0.0993607,-53.4095,0.790911,0.431
26000,2,-4.14969,-53.8613,0.814469,0.426667
27000,0,-0.584336,-53.3901,0.0183341,0.447667
28000,1,0.220136,-53.6956,0.938955,0.402
29000,0,0.00910671,-54.4874,0.467747,0.418
30000,1,-2.42291,-54.5923,0.492665,0.422
31000,1,-0.910656,-53.6486,0.642135,0.441
32000,0,-1.90267,-52.8425,0.441286,0.443333
33000,0,0.0964551,-56.4372,0.248397,0.478
34000,0,-0.644285,-53.0076,1.27875,0.412
35000,0,0.158084,-53.2944,0.0300123,0.4258
36000,0,-0.728265,-53.8699,1.26784,0.4005
37000,0,0.439224,-53.7548,0.0911784,0.541
38000,0,-0.321491,-55.3106,0.516622,0.47
39000,0,-2.60924,-52.4372,0.593822,0.403
40000,0,0.567764,-54.2468,0.0663853,0.455
41000,0,-1.46564,-52.6021,0.382893,0.453813
42000,2,-2.30419,-54.2093,0.659794,0.436
43000,2,-4.26858,-52.8759,2.06387,0.531
44000,1,-3.15397,-53.1737,1.80862,0.4825
45000,1,-0.364193,-55.8925,0.545377,0.4879
46000,1,-1.52366,-52.9327,2.33455,0.464
47000,0,-1.12825,-56.3236,0.0388373,0.437
48000,0,0.126174,-53.6288,0.576884,0.430333
49000,0,0.422754,-53.2603,0.266657,0.415
50000,1,-0.311011,-52.8924,0.57234,0.459333
51000,0,-3.49974,-52.1321,1.67759,0.486
52000,0,0.258384,-56.1234,0.0247088,0.466
